Alternativa,arvore,dap,ht,secao,dcc
Cubagem,4,12.44591655,20.22,11.3,8.05324012
Cubagem,4,12.44591655,20.22,12.3,7.257465405
Cubagem,4,12.44591655,20.22,13.3,6.843662553
Cubagem,4,12.44591655,20.22,14.3,6.207042781
Cubagem,4,12.44591655,20.22,15.3,5.888732894
Cubagem,4,12.44591655,20.22,16.3,4.965634224
Cubagem,4,12.44591655,20.22,17.3,4.456338407
Cubagem,4,12.44591655,20.22,18.3,3.501408748
Cubagem,4,12.44591655,20.22,19.3,1.655211408
Cubagem,5,11.87295875,19,0.1,13.30535324
Cubagem,5,11.87295875,19,0.3,12.44591655
Cubagem,5,11.87295875,19,0.7,12.09577567
Cubagem,5,11.87295875,19,1.3,11.87295875
Cubagem,5,11.87295875,19,2.3,11.52281788
Cubagem,5,11.87295875,19,3.3,10.88619811
Cubagem,5,11.87295875,19,4.3,10.50422624
Cubagem,5,11.87295875,19,5.3,9.963099438
Cubagem,5,11.87295875,19,6.3,9.421972631
Cubagem,5,11.87295875,19,7.3,8.944507802
Cubagem,5,11.87295875,19,8.3,8.53070495
Cubagem,5,11.87295875,19,9.3,8.116902098
Cubagem,5,11.87295875,19,10.3,7.798592212
Cubagem,5,11.87295875,19,11.3,7.098310462
Cubagem,5,11.87295875,19,12.3,6.716338598
Cubagem,5,11.87295875,19,13.3,6.207042781
Cubagem,5,11.87295875,19,14.3,5.665915974
Cubagem,5,11.87295875,19,15.3,5.156620156
Cubagem,5,11.87295875,19,16.3,4.806479281
Cubagem,5,11.87295875,19,17.3,3.883380611
Cubagem,5,11.87295875,19,18.3,2.228169203
Cubagem,6,11.4591559,18.38,0.1,13.17802929
Cubagem,6,11.4591559,18.38,0.3,12.0321137
Cubagem,6,11.4591559,18.38,0.7,11.77746579
Cubagem,6,11.4591559,18.38,1.3,11.4591559
Cubagem,6,11.4591559,18.38,2.3,10.94986008
Cubagem,6,11.4591559,18.38,3.3,10.53605723
Cubagem,6,11.4591559,18.38,4.3,10.02676141
Cubagem,6,11.4591559,18.38,5.3,9.421972631
Cubagem,6,11.4591559,18.38,6.3,9.071831756
Cubagem,6,11.4591559,18.38,7.3,8.594366927
Cubagem,6,11.4591559,18.38,8.3,8.116902098
Cubagem,6,11.4591559,18.38,9.3,7.543944303
Cubagem,6,11.4591559,18.38,10.3,6.748169587
Cubagem,6,11.4591559,18.38,11.3,6.207042781
Cubagem,6,11.4591559,18.38,12.3,6.079718826
Cubagem,6,11.4591559,18.38,13.3,5.188451145
Cubagem,6,11.4591559,18.38,14.3,4.647324338
Cubagem,6,11.4591559,18.38,15.3,4.042535555
Cubagem,6,11.4591559,18.38,16.3,3.278591828
Cubagem,7,10.12225438,16.42,0.1,11.80929678
Cubagem,7,10.12225438,16.42,0.3,10.82253613
Cubagem,7,10.12225438,16.42,0.7,10.66338119
Cubagem,7,10.12225438,16.42,1.3,10.12225438
Cubagem,7,10.12225438,16.42,2.3,9.581127574
Cubagem,7,10.12225438,16.42,3.3,9.262817688
Cubagem,7,10.12225438,16.42,4.3,8.880845825
Cubagem,7,10.12225438,16.42,5.3,8.276057041
Cubagem,7,10.12225438,16.42,6.3,7.798592212
Cubagem,7,10.12225438,16.42,7.3,7.384789359
Cubagem,7,10.12225438,16.42,8.3,6.939155519
Cubagem,7,10.12225438,16.42,9.3,6.843662553
Cubagem,7,10.12225438,16.42,10.3,5.888732894
Cubagem,7,10.12225438,16.42,11.3,5.443099054
Cubagem,7,10.12225438,16.42,12.3,4.933803236
Cubagem,7,10.12225438,16.42,13.3,4.201690498
Cubagem,7,10.12225438,16.42,14.3,2.960281942
Cubagem,7,10.12225438,16.42,15.3,2.482817112
Cubagem,8,14.89690267,24.8,0.1,17.18873385
Cubagem,8,14.89690267,24.8,0.3,15.9473253
Cubagem,8,14.89690267,24.8,0.7,15.27887454
Cubagem,8,14.89690267,24.8,1.3,14.89690267
Cubagem,8,14.89690267,24.8,2.3,14.48309982
Cubagem,8,14.89690267,24.8,3.3,14.06929697
Cubagem,8,14.89690267,24.8,4.3,13.59183214
Cubagem,8,14.89690267,24.8,5.3,13.1461983
Cubagem,8,14.89690267,24.8,6.3,12.8597194
Cubagem,8,14.89690267,24.8,7.3,12.28676161
Cubagem,8,14.89690267,24.8,8.3,12.12760666
Cubagem,8,14.89690267,24.8,9.3,11.14084602
Cubagem,8,14.89690267,24.8,10.3,10.9180291
Cubagem,8,14.89690267,24.8,11.3,10.44056427
Cubagem,8,14.89690267,24.8,12.3,9.89943746
Cubagem,8,14.89690267,24.8,13.3,9.040000768
Cubagem,8,14.89690267,24.8,14.3,8.75352187
Cubagem,8,14.89690267,24.8,15.3,7.639437268
Cubagem,8,14.89690267,24.8,16.3,7.034648485
Cubagem,8,14.89690267,24.8,17.3,6.843662553
Cubagem,8,14.89690267,24.8,18.3,5.888732894
Cubagem,8,14.89690267,24.8,19.3,5.76140894
Cubagem,8,14.89690267,24.8,20.3,4.870141259
Cubagem,8,14.89690267,24.8,21.3,3.883380611
Cubagem,8,14.89690267,24.8,22.3,2.99211293
Cubagem,8,14.89690267,24.8,23.3,2.037183272
Cubagem,8,14.89690267,24.8,24.3,0.954929659
Cubagem,9,17.28422682,25.73,0.1,19.35324108
Cubagem,9,17.28422682,25.73,0.3,18.4619734
Cubagem,9,17.28422682,25.73,0.7,17.72986066
Cubagem,9,17.28422682,25.73,1.3,17.28422682
Cubagem,9,17.28422682,25.73,2.3,16.55211408
Cubagem,9,17.28422682,25.73,3.3,16.04281826
Cubagem,9,17.28422682,25.73,4.3,15.21521256
Cubagem,9,17.28422682,25.73,5.3,14.80140971
Cubagem,9,17.28422682,25.73,6.3,14.48309982
Cubagem,9,17.28422682,25.73,7.3,14.00563499
Cubagem,9,17.28422682,25.73,8.3,13.91014203
Cubagem,9,17.28422682,25.73,9.3,13.87831104
Cubagem,9,17.28422682,25.73,10.3,12.5732405
Cubagem,9,17.28422682,25.73,11.3,11.71380381
Cubagem,9,17.28422682,25.73,12.3,11.17267701
Cubagem,9,17.28422682,25.73,13.3,10.59971921
Cubagem,9,17.28422682,25.73,14.3,10.02676141
Cubagem,9,17.28422682,25.73,15.3,9.358310654
Cubagem,9,17.28422682,25.73,16.3,8.849014836
Cubagem,9,17.28422682,25.73,17.3,7.957747155
Cubagem,9,17.28422682,25.73,18.3,7.448451337
Cubagem,9,17.28422682,25.73,19.3,6.620845633
Cubagem,9,17.28422682,25.73,20.3,6.238873769
Cubagem,9,17.28422682,25.73,21.3,4.997465213
Cubagem,9,17.28422682,25.73,22.3,4.169859509
Cubagem,9,17.28422682,25.73,23.3,2.864788976
Cubagem,9,17.28422682,25.73,24.3,1.62338042
Cubagem,10,18.39831142,27.84,0.1,20.6901426
Cubagem,10,18.39831142,27.84,0.3,19.98986085
Cubagem,10,18.39831142,27.84,0.7,19.06676218
Cubagem,10,18.39831142,27.84,1.3,18.39831142
Cubagem,10,18.39831142,27.84,2.3,18.14366351
Cubagem,10,18.39831142,27.84,3.3,17.63436769
Cubagem,10,18.39831142,27.84,4.3,17.53887473
Cubagem,10,18.39831142,27.84,5.3,17.37971979
Cubagem,10,18.39831142,27.84,6.3,16.55211408
Cubagem,10,18.39831142,27.84,7.3,15.9473253
Cubagem,10,18.39831142,27.84,8.3,15.75633937
Cubagem,10,18.39831142,27.84,9.3,14.86507168
Cubagem,10,18.39831142,27.84,10.3,14.64225476
Cubagem,10,18.39831142,27.84,11.3,14.32394488
Cubagem,10,18.39831142,27.84,12.3,13.52817016
Cubagem,10,18.39831142,27.84,13.3,13.36901522
Cubagem,10,18.39831142,27.84,14.3,12.3185926
Cubagem,10,18.39831142,27.84,15.3,11.77746579
Cubagem,10,18.39831142,27.84,16.3,11.55464887
Cubagem,10,18.39831142,27.84,17.3,10.50422624
Cubagem,10,18.39831142,27.84,18.3,9.708451529
Cubagem,10,18.39831142,27.84,19.3,9.549296586
Cubagem,10,18.39831142,27.84,20.3,8.435211984
Cubagem,10,18.39831142,27.84,21.3,7.703099246
Cubagem,10,18.39831142,27.84,22.3,7.512113314
Cubagem,10,18.39831142,27.84,23.3,6.238873769
Cubagem,10,18.39831142,27.84,24.3,5.092958179
Cubagem,10,18.39831142,27.84,25.3,3.883380611
Cubagem,10,18.39831142,27.84,26.3,2.323662169
Cubagem,11,18.36648043,27.22,0.1,20.75380458
Cubagem,11,18.36648043,27.22,0.3,20.6901426
Cubagem,11,18.36648043,27.22,0.7,18.93943823
Cubagem,11,18.36648043,27.22,1.3,18.36648043
Cubagem,11,18.36648043,27.22,2.3,17.98450857
Cubagem,11,18.36648043,27.22,3.3,17.8890156
Cubagem,11,18.36648043,27.22,4.3,17.76169165
Cubagem,11,18.36648043,27.22,5.3,17.3478888
Cubagem,11,18.36648043,27.22,6.3,16.64760705
Cubagem,11,18.36648043,27.22,7.3,16.04281826
Cubagem,11,18.36648043,27.22,8.3,15.46986047
Cubagem,11,18.36648043,27.22,9.3,14.86507168
Cubagem,11,18.36648043,27.22,10.3,14.35577587
Cubagem,11,18.36648043,27.22,11.3,13.87831104
Cubagem,11,18.36648043,27.22,12.3,13.17802929
Cubagem,11,18.36648043,27.22,13.3,12.89155039
Cubagem,11,18.36648043,27.22,14.3,12.12760666
Cubagem,11,18.36648043,27.22,15.3,11.4591559
Cubagem,11,18.36648043,27.22,16.3,10.9180291
Cubagem,11,18.36648043,27.22,17.3,10.3450713
Cubagem,11,18.36648043,27.22,18.3,9.485634608
Cubagem,11,18.36648043,27.22,19.3,9.390141642
Cubagem,11,18.36648043,27.22,20.3,8.307888029
Cubagem,11,18.36648043,27.22,21.3,7.543944303
Cubagem,11,18.36648043,27.22,22.3,6.875493542
Cubagem,11,18.36648043,27.22,23.3,5.920563883
Cubagem,11,18.36648043,27.22,24.3,4.583662361
Cubagem,11,18.36648043,27.22,25.3,3.342253805
Cubagem,11,18.36648043,27.22,26.3,1.368732511
Cubagem,12,16.61577606,26.85,0.1,19.09859317
Cubagem,12,16.61577606,26.85,0.3,18.49380439
Cubagem,12,16.61577606,26.85,0.7,17.37971979
Cubagem,12,16.61577606,26.85,1.3,16.61577606
Cubagem,12,16.61577606,26.85,2.3,16.26563518
Cubagem,12,16.61577606,26.85,3.3,15.69267739
Cubagem,12,16.61577606,26.85,4.3,15.59718442
Cubagem,12,16.61577606,26.85,5.3,15.46986047
Cubagem,12,16.61577606,26.85,6.3,15.27887454
Cubagem,12,16.61577606,26.85,7.3,14.51493081
Cubagem,12,16.61577606,26.85,8.3,13.87831104
Cubagem,12,16.61577606,26.85,9.3,13.52817016
Cubagem,12,16.61577606,26.85,10.3,12.79605742
Cubagem,12,16.61577606,26.85,11.3,12.22309963
Cubagem,12,16.61577606,26.85,12.3,12.19126864
Cubagem,12,16.61577606,26.85,13.3,11.4591559
Cubagem,12,16.61577606,26.85,14.3,10.88619811
Cubagem,12,16.61577606,26.85,15.3,10.28140932
Cubagem,12,16.61577606,26.85,16.3,9.708451529
Cubagem,12,16.61577606,26.85,17.3,9.230986699
Cubagem,12,16.61577606,26.85,18.3,8.594366927
Cubagem,12,16.61577606,26.85,19.3,8.435211984
Cubagem,12,16.61577606,26.85,20.3,7.384789359
Cubagem,12,16.61577606,26.85,21.3,6.843662553
Cubagem,12,16.61577606,26.85,22.3,5.98422586
Cubagem,12,16.61577606,26.85,23.3,5.252113122
Cubagem,12,16.61577606,26.85,24.3,4.456338407
Cubagem,12,16.61577606,26.85,25.3,2.864788976
Cubagem,12,16.61577606,26.85,26.3,1.273239545
Cubagem,13,19.73521294,26.68,0.1,23.39577663
Cubagem,13,19.73521294,26.68,0.3,21.58141028
Cubagem,13,19.73521294,26.68,0.7,20.1490158
Cubagem,13,19.73521294,26.68,1.3,19.73521294
Cubagem,13,19.73521294,26.68,2.3,19.00310021
Cubagem,13,19.73521294,26.68,3.3,18.62112834
Cubagem,13,19.73521294,26.68,4.3,17.85718461
Cubagem,13,19.73521294,26.68,5.3,17.82535363
Cubagem,13,19.73521294,26.68,6.3,17.50704374
Cubagem,13,19.73521294,26.68,7.3,16.26563518
Cubagem,13,19.73521294,26.68,8.3,16.17014222
Cubagem,13,19.73521294,26.68,9.3,16.01098728
Cubagem,13,19.73521294,26.68,10.3,14.80140971
Cubagem,13,19.73521294,26.68,11.3,14.10112796
Cubagem,13,19.73521294,26.68,12.3,14.00563499
Cubagem,13,19.73521294,26.68,13.3,13.36901522
Cubagem,13,19.73521294,26.68,14.3,12.76422644
Cubagem,13,19.73521294,26.68,15.3,12.35042358
Cubagem,13,19.73521294,26.68,16.3,11.39549393
Cubagem,13,19.73521294,26.68,17.3,10.6315502
Cubagem,13,19.73521294,26.68,18.3,9.867606472
Cubagem,13,19.73521294,26.68,19.3,7.989578143
Cubagem,13,19.73521294,26.68,20.3,7.957747155
Cubagem,13,19.73521294,26.68,21.3,6.748169587
Cubagem,13,19.73521294,26.68,22.3,5.98422586
Cubagem,13,19.73521294,26.68,23.3,4.870141259
Cubagem,13,19.73521294,26.68,24.3,3.947042589
Cubagem,13,19.73521294,26.68,25.3,2.705634033
Cubagem,14,10.53605723,17.64,0.1,12.09577567
Cubagem,14,10.53605723,17.64,0.3,11.39549393
Cubagem,14,10.53605723,17.64,0.7,11.01352206
Cubagem,14,10.53605723,17.64,1.3,10.53605723
Cubagem,14,10.53605723,17.64,2.3,10.15408537
Cubagem,14,10.53605723,17.64,3.3,9.67662054
Cubagem,14,10.53605723,17.64,4.3,9.485634608
Cubagem,14,10.53605723,17.64,5.3,8.817183847
Cubagem,14,10.53605723,17.64,6.3,8.467042972
Cubagem,14,10.53605723,17.64,7.3,7.957747155
Cubagem,14,10.53605723,17.64,8.3,7.734930234
Cubagem,14,10.53605723,17.64,9.3,7.161972439
Cubagem,14,10.53605723,17.64,10.3,6.68450761
Cubagem,14,10.53605723,17.64,11.3,6.143380803
Cubagem,14,10.53605723,17.64,12.3,5.665915974
Cubagem,14,10.53605723,17.64,13.3,4.933803236
Cubagem,14,10.53605723,17.64,14.3,4.551831372
Cubagem,14,10.53605723,17.64,15.3,4.201690498
Cubagem,14,10.53605723,17.64,16.3,3.055774907
Cubagem,14,10.53605723,17.64,17.3,1.496056465
Cubagem,15,16.13831123,25.2,0.1,17.92084659
Cubagem,15,16.13831123,25.2,0.3,17.0614099
Cubagem,15,16.13831123,25.2,0.7,16.93408594
Cubagem,15,16.13831123,25.2,1.3,16.13831123
Cubagem,15,16.13831123,25.2,2.3,15.50169146
Cubagem,15,16.13831123,25.2,3.3,15.11971959
Cubagem,15,16.13831123,25.2,4.3,14.5467618
Cubagem,15,16.13831123,25.2,5.3,14.32394488
Cubagem,15,16.13831123,25.2,6.3,13.71915609
Cubagem,15,16.13831123,25.2,7.3,13.56000115
Cubagem,15,16.13831123,25.2,8.3,12.76422644
Cubagem,15,16.13831123,25.2,9.3,12.25493062
Cubagem,15,16.13831123,25.2,10.3,11.58647986
Cubagem,15,16.13831123,25.2,11.3,10.98169107
Cubagem,15,16.13831123,25.2,12.3,10.69521218
Cubagem,15,16.13831123,25.2,13.3,9.994930426
Cubagem,15,16.13831123,25.2,14.3,9.167324722
Cubagem,15,16.13831123,25.2,15.3,8.97633879
Cubagem,15,16.13831123,25.2,16.3,8.148733086
Cubagem,15,16.13831123,25.2,17.3,7.352958371
Cubagem,15,16.13831123,25.2,18.3,7.002817496
Cubagem,15,16.13831123,25.2,19.3,6.238873769
Cubagem,15,16.13831123,25.2,20.3,5.411268065
Cubagem,15,16.13831123,25.2,21.3,4.297183463
Cubagem,15,16.13831123,25.2,22.3,3.278591828
Cubagem,15,16.13831123,25.2,23.3,2.005352283
Cubagem,16,16.17014222,25.93,0.1,19.03493119
Cubagem,16,16.17014222,25.93,0.3,17.3478888
Cubagem,16,16.17014222,25.93,0.7,17.18873385
Cubagem,16,16.17014222,25.93,1.3,16.17014222
Cubagem,16,16.17014222,25.93,2.3,15.53352245
Cubagem,16,16.17014222,25.93,3.3,15.24704355
Cubagem,16,16.17014222,25.93,4.3,14.99239564
Cubagem,16,16.17014222,25.93,5.3,14.86507168
Cubagem,16,16.17014222,25.93,6.3,14.51493081
Cubagem,16,16.17014222,25.93,7.3,13.52817016
Cubagem,16,16.17014222,25.93,8.3,13.1461983
Cubagem,16,16.17014222,25.93,9.3,12.73239545
Cubagem,16,16.17014222,25.93,10.3,12.38225457
Cubagem,16,16.17014222,25.93,11.3,11.93662073
Cubagem,16,16.17014222,25.93,12.3,11.14084602
Cubagem,16,16.17014222,25.93,13.3,10.72704316
Cubagem,16,16.17014222,25.93,14.3,10.18591636
Cubagem,16,16.17014222,25.93,15.3,9.262817688
Cubagem,16,16.17014222,25.93,16.3,8.880845825
Cubagem,16,16.17014222,25.93,17.3,8.148733086
Cubagem,16,16.17014222,25.93,18.3,7.734930234
Cubagem,16,16.17014222,25.93,19.3,7.098310462
Cubagem,16,16.17014222,25.93,20.3,6.366197724
Cubagem,16,16.17014222,25.93,21.3,5.411268065
Cubagem,16,16.17014222,25.93,22.3,4.456338407
Cubagem,16,16.17014222,25.93,23.3,3.342253805
Cubagem,16,16.17014222,25.93,24.3,2.06901426
